Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Place of study
1,92,Yes,6,8,68,Library
6,76,Yes,6,4,66,Library
6,70,Yes,6,6,60,Library
4,62,No,9,5,44,Library
8,96,No,4,3,90,Library
4,66,No,4,0,47,Library
8,95,Yes,6,3,88,Library
8,61,No,8,9,56,Library
5,78,No,5,9,66,Library
4,96,Yes,7,7,78,Library
2,66,Yes,5,0,43,Library
3,93,No,5,1,72,Library
3,88,Yes,7,7,69,Library
4,43,No,6,1,24,Library
4,63,Yes,5,9,47,Library
5,62,No,7,8,45,Library
4,87,Yes,9,2,72,Library
8,58,Yes,8,2,51,Library
6,81,Yes,8,5,73,Library
6,42,Yes,8,2,28,Library
8,66,No,6,8,56,Library
7,42,No,5,7,29,Library
8,67,Yes,5,3,60,Library
2,56,No,4,5,28,Library
9,70,Yes,8,7,66,Library
1,49,Yes,6,3,21,Library
8,88,No,7,4,84,Library
4,61,No,6,6,42,Library
4,69,No,5,7,51,Library
5,88,No,8,6,74,Library
8,60,No,4,7,50,Library
5,75,No,9,3,62,Library
8,92,No,6,0,90,Library
1,62,Yes,4,5,32,Library
9,77,No,5,4,71,Library
6,51,Yes,7,3,37,Library
3,64,No,6,1,42,Library
8,93,No,9,0,85,Library
9,96,Yes,5,8,96,Library
6,59,Yes,8,1,51,Library
7,88,Yes,6,8,82,Library
1,88,Yes,4,5,64,Library
5,81,No,6,5,67,Library
5,46,No,5,1,32,Library
4,68,Yes,5,5,50,Library
6,87,Yes,4,2,73,Library
7,68,No,9,6,62,Library
9,52,No,5,9,48,Library
1,42,Yes,6,3,20,Library
6,41,No,9,8,33,Library
7,55,No,4,4,43,Library
3,69,Yes,5,9,49,Library
8,77,Yes,5,2,70,Library
5,45,Yes,6,0,28,Library
9,84,Yes,5,0,82,Library
5,46,No,6,3,29,Library
9,44,Yes,8,9,42,Library
4,95,No,9,9,79,Library
9,46,No,6,3,41,Library
5,73,No,7,8,61,Library
9,71,No,5,7,69,Library
3,88,Yes,8,3,68,Library
4,52,No,9,5,38,Library
9,69,Yes,4,6,67,Library
6,64,No,7,9,54,Library
2,60,Yes,4,7,39,Library
7,99,No,7,3,93,Library
2,98,No,8,0,76,Library
2,60,Yes,9,4,39,Library
1,67,Yes,8,0,38,Library
3,87,Yes,8,3,69,Library
6,97,Yes,7,6,88,Library
8,59,No,6,6,54,Library
9,73,No,9,0,68,Library
7,44,No,4,8,33,Library
4,57,No,6,1,40,Library
6,99,No,6,4,87,Library
5,78,Yes,5,5,64,Library
8,82,Yes,4,0,70,Library
1,96,No,7,1,70,Library
1,96,Yes,5,6,72,Library
6,50,No,5,5,38,Library
2,93,No,8,5,71,Library
5,56,Yes,7,5,40,Library
1,87,No,6,6,58,Library
7,84,Yes,9,9,77,Library
1,61,No,6,8,38,Library
4,76,Yes,6,8,60,Library
9,59,No,8,1,57,Library
1,87,No,6,1,63,Library
4,99,Yes,4,4,82,Library
6,93,No,6,9,84,Library
6,93,No,6,6,84,Library
8,87,Yes,4,2,77,Library
1,87,Yes,8,2,61,Library
7,85,Yes,5,3,73,Library
1,45,No,7,2,15,Library
7,73,Yes,8,2,64,Library
3,53,Yes,6,7,33,Library
8,87,Yes,5,6,78,Library
3,62,No,7,6,43,Library
1,59,Yes,7,9,34,Library
8,52,No,7,1,48,Library
3,86,No,4,8,66,Library
2,83,Yes,4,5,60,Library
1,80,No,5,2,53,Library
3,71,No,6,8,51,Library
2,65,No,5,8,43,Library
2,89,No,6,5,68,Library
6,92,No,8,9,80,Library
1,53,Yes,7,5,26,Library
2,91,Yes,7,7,70,Library
6,96,Yes,4,7,85,Library
3,75,No,8,5,57,Library
4,47,Yes,9,6,30,Library
1,79,No,8,3,56,Library
8,61,No,6,0,53,Library
7,61,No,8,3,52,Library
7,55,No,4,7,47,Library
3,66,Yes,6,7,48,Library
3,95,No,5,1,78,Library
2,99,Yes,6,6,79,Library
1,99,Yes,5,0,75,Library
7,49,No,9,1,40,Library
7,64,Yes,6,7,59,Library
2,70,Yes,7,9,49,Library
7,60,Yes,9,3,48,Library
8,66,No,5,2,60,Library
1,56,No,4,1,29,Library
9,72,No,9,5,68,Library
7,70,Yes,9,3,63,Library
3,89,Yes,9,2,71,Library
8,81,No,5,2,76,Library
7,65,No,5,9,57,Library
8,60,Yes,6,2,54,Library
6,75,No,7,7,61,Library
9,40,No,9,8,34,Library
5,43,Yes,6,8,32,Library
3,43,Yes,6,4,23,Library
3,65,No,7,0,44,Library
1,43,No,6,9,18,Library
8,88,No,7,4,82,Library
2,48,No,4,0,18,Library
3,69,Yes,7,8,52,Library
8,90,No,8,9,88,Library
8,84,No,7,7,78,Library
4,43,Yes,7,6,26,Library
4,44,Yes,8,1,26,Library
5,84,Yes,7,1,74,Library
6,62,Yes,5,3,52,Library
5,55,Yes,6,8,40,Library
7,61,Yes,6,8,54,Library
2,76,Yes,4,7,51,Library
7,47,No,4,4,35,Library
7,87,No,8,6,79,Library
1,72,Yes,5,8,45,Library
7,94,No,4,2,81,Library
5,99,No,6,3,87,Library
3,77,Yes,4,1,56,Library
3,82,Yes,4,8,65,Library
4,55,Yes,7,6,38,Library
2,44,Yes,4,5,17,Library
2,55,Yes,8,4,35,Library
1,46,No,6,6,20,Library
5,90,No,8,2,75,Library
4,40,Yes,8,4,26,Library
2,48,Yes,9,1,23,Library
3,57,No,5,4,38,Library
7,84,No,9,6,78,Library
7,97,No,9,9,91,Library
4,86,Yes,7,6,67,Library
5,42,Yes,8,8,31,Library
5,63,No,5,2,49,Library
6,67,Yes,6,7,57,Library
9,49,No,6,4,45,Library
2,48,Yes,5,6,22,Library
5,52,Yes,8,0,35,Library
3,87,No,8,0,65,Library
4,74,No,7,3,53,Library
6,93,Yes,7,4,79,Library
8,62,No,9,9,57,Library
1,86,Yes,6,2,58,Library
8,56,No,7,5,50,Library
7,85,No,5,2,75,Library
1,46,Yes,6,4,17,Library
2,91,Yes,8,0,70,Library
3,55,Yes,6,2,36,Library
1,92,No,4,6,61,Library
9,79,No,6,2,78,Library
8,75,Yes,7,4,71,Library
2,59,No,5,6,36,Library
9,63,Yes,8,1,63,Library
7,86,Yes,8,2,78,Library
9,44,Yes,7,3,39,Library
6,84,Yes,7,4,70,Library
6,45,Yes,7,8,34,Library
4,67,No,4,8,49,Library
2,98,No,5,3,71,Library
7,44,Yes,4,8,34,Library
5,88,No,7,3,77,Library
6,78,Yes,5,1,67,Library
2,77,No,7,9,52,Library
5,41,No,5,0,25,Library
4,82,Yes,8,6,68,Library
9,78,No,4,3,76,Library
6,93,Yes,9,7,85,Library
2,60,No,7,7,40,Library
1,79,Yes,7,7,56,Library
5,76,Yes,6,5,62,Library
9,98,Yes,9,8,99,Library
6,57,Yes,8,3,46,Library
7,93,Yes,7,4,86,Library
5,87,Yes,4,3,73,Library
6,85,No,8,4,74,Library
5,51,Yes,7,1,37,Library
9,56,No,4,4,50,Library
6,76,Yes,6,9,65,Library
8,85,No,6,7,79,Library
2,77,Yes,4,8,53,Library
9,54,Yes,8,6,55,Library
5,46,No,4,6,31,Library
7,53,Yes,9,5,47,Library
1,89,Yes,4,1,63,Library
5,40,Yes,6,9,27,Library
2,77,Yes,6,9,53,Library
6,42,No,6,8,33,Library
1,76,Yes,9,4,56,Library
3,83,No,7,5,65,Library
5,70,Yes,9,0,55,Library
4,82,Yes,7,4,67,Library
3,52,Yes,9,5,32,Library
5,87,Yes,5,9,73,Library
8,57,No,7,1,45,Library
4,56,Yes,8,6,43,Library
1,56,Yes,8,3,32,Library
7,50,Yes,6,4,42,Library
8,59,No,9,2,55,Library
3,49,No,4,4,28,Library
6,68,No,6,3,58,Library
2,87,No,4,9,67,Library
7,73,Yes,9,5,66,Library
8,56,Yes,6,1,46,Library
6,93,No,6,2,79,Library
6,91,Yes,8,9,83,Library
5,81,Yes,4,0,63,Library
8,52,No,5,6,45,Library
1,83,Yes,5,8,63,Library
4,86,No,6,1,70,Library
4,78,No,9,6,58,Library
3,66,No,6,2,50,Library
3,93,No,8,4,77,Library
4,92,No,4,5,75,Library
1,65,No,6,7,40,Library
2,67,Yes,9,3,43,Library
9,52,Yes,5,1,47,Library
2,51,Yes,4,2,22,Library
5,83,No,6,7,71,Library
9,67,No,4,6,63,Library
9,41,No,8,5,37,Library
8,76,Yes,5,4,72,Library
1,96,Yes,9,4,73,Library
1,96,No,4,0,72,Library
9,73,No,5,5,68,Library
8,62,No,6,8,59,Library
9,97,No,9,7,97,Library
7,91,No,9,9,83,Library
3,84,Yes,7,0,65,Library
3,68,No,4,5,47,Library
2,74,No,5,2,51,Library
5,50,No,4,5,32,Library
3,87,No,6,8,63,Library
6,72,Yes,6,5,60,Library
2,90,No,9,7,70,Library
3,50,No,9,5,32,Library
5,48,No,5,5,32,Library
1,53,Yes,8,6,29,Library
1,48,No,4,9,21,Library
9,78,Yes,4,3,74,Library
7,87,No,6,7,81,Library
1,42,No,4,3,11,Library
8,68,No,5,6,65,Library
3,58,No,7,0,37,Library
8,75,No,9,8,75,Library
5,71,No,6,9,61,Library
1,46,No,9,8,17,Library
7,94,No,9,6,87,Library
5,67,No,9,7,52,Library
6,83,Yes,7,1,71,Library
6,57,Yes,4,9,46,Library
8,99,Yes,8,9,99,Library
9,44,Yes,9,6,40,Library
2,62,No,5,0,42,Library
9,94,No,9,2,91,Library
9,61,Yes,9,5,57,Library
7,65,Yes,4,4,58,Library
1,81,Yes,5,4,55,Library
7,51,Yes,4,8,46,Library
5,79,No,9,5,64,Library
6,58,Yes,4,2,45,Library
7,86,No,4,1,78,Library
5,40,No,6,8,24,Library
7,42,No,7,9,36,Library
9,66,Yes,8,3,65,Library
3,57,Yes,7,4,35,Library
8,89,No,7,8,87,Library
2,69,Yes,5,4,45,Library
7,41,Yes,6,6,35,Library
2,44,No,6,1,18,Library
4,68,No,4,1,46,Library
7,72,Yes,7,3,63,Library
3,81,No,8,7,62,Library
2,59,Yes,5,1,35,Library
7,69,Yes,6,9,63,Library
1,81,No,4,6,58,Library
8,44,No,8,0,37,Library
3,89,Yes,7,8,74,Library
2,60,No,8,9,40,Library
3,97,Yes,6,5,78,Library
5,54,No,5,0,38,Library
8,59,Yes,7,9,55,Library
7,47,No,5,5,39,Library
7,88,Yes,9,4,84,Library
7,70,Yes,8,4,60,Library
8,51,No,8,4,47,Library
1,60,Yes,4,3,34,Library
4,69,Yes,7,6,54,Library
6,66,Yes,8,8,56,Library
9,83,Yes,6,3,82,Library
2,65,Yes,9,1,45,Library
1,72,No,6,1,45,Library
2,65,Yes,5,1,43,Library
7,65,Yes,9,6,57,Library
3,75,Yes,9,3,56,Library
2,79,No,6,3,56,Library
7,40,No,8,0,30,Library
2,98,Yes,6,3,75,Library
3,54,Yes,7,5,33,Library
7,89,No,5,1,80,Library
4,40,No,9,3,27,Library
1,50,Yes,7,6,26,Library
5,94,No,8,8,81,Library
9,41,Yes,8,1,41,Library
8,40,Yes,6,7,34,Library
9,70,Yes,4,5,68,Library
9,83,No,9,7,83,Library
7,55,Yes,9,1,44,Library
4,93,Yes,4,0,75,Library
5,61,No,8,6,52,Library
1,81,Yes,8,8,56,Library
1,57,Yes,9,8,37,Library
3,86,Yes,5,1,67,Library
8,56,No,9,3,50,Library
2,69,No,8,0,46,Library
4,49,Yes,8,6,31,Library
2,74,No,5,1,51,Library
5,97,Yes,7,3,82,Library
9,60,Yes,7,1,58,Library
1,55,No,5,0,31,Library
5,45,No,5,6,29,Library
9,42,Yes,7,5,40,Library
1,80,No,7,1,51,Library
9,82,No,7,3,79,Library
8,60,No,7,2,52,Library
4,52,Yes,9,2,36,Library
5,57,Yes,9,2,43,Library
5,97,No,6,3,81,Library
6,93,Yes,5,0,81,Library
7,99,Yes,4,0,84,Library
8,63,No,6,6,55,Library
8,66,Yes,4,4,64,Library
2,93,No,4,2,68,Library
9,43,Yes,8,8,41,Library
7,61,Yes,5,4,53,Library
4,63,No,9,9,50,Library
4,79,Yes,6,2,65,Library
8,84,No,5,8,78,Library
4,49,Yes,7,0,31,Library
6,41,Yes,5,8,30,Library
5,79,Yes,4,4,64,Library
3,45,No,9,5,26,Library
2,87,Yes,7,1,66,Library
9,57,Yes,5,7,55,Library
9,56,No,5,2,52,Library
1,77,No,9,0,57,Library
3,84,Yes,4,6,68,Library
8,62,No,7,2,57,Library
6,85,No,4,3,75,Library
5,69,No,9,4,54,Library
5,97,No,5,0,82,Library
6,60,Yes,6,8,51,Library
7,49,No,6,6,43,Library
1,95,Yes,8,1,68,Library
9,82,Yes,6,0,77,Library
3,52,Yes,9,1,33,Library
4,51,No,9,2,37,Library
1,48,No,9,2,23,Library
3,43,Yes,7,7,26,Library
2,78,Yes,8,4,56,Library
2,63,No,7,8,42,Library
1,93,No,6,2,65,Library
8,73,Yes,6,5,66,Library
3,78,No,5,3,57,Library
3,80,No,7,7,59,Library
6,44,Yes,4,0,28,Library
8,54,No,5,3,46,Library
9,89,No,7,6,84,Library
9,43,Yes,9,8,42,Library
4,90,No,8,0,73,Library
5,91,Yes,7,7,77,Library
2,97,No,8,1,74,Library
9,78,Yes,8,3,75,Library
8,97,No,6,3,94,Library
3,47,Yes,4,7,27,Library
9,88,No,7,1,89,Library
3,84,No,4,6,62,Library
9,63,No,8,2,59,Library
2,92,Yes,6,8,73,Library
9,67,No,4,4,57,Library
8,94,Yes,5,7,90,Library
9,82,No,8,4,80,Library
5,66,No,5,0,50,Library
2,40,No,9,8,18,Library
8,73,No,4,9,68,Library
6,56,No,4,6,39,Library
8,76,No,4,3,67,Library
5,77,Yes,9,6,69,Library
2,65,Yes,7,4,43,Library
6,96,No,8,9,84,Library
5,63,No,8,8,50,Library
5,78,No,8,1,65,Library
1,99,No,7,3,74,Library
2,60,No,4,5,35,Library
8,69,Yes,4,4,61,Library
3,86,No,9,0,64,Library
3,90,No,5,8,66,Library
8,87,Yes,7,8,81,Library
8,96,Yes,6,2,93,Library
2,52,Yes,7,3,28,Library
8,76,No,9,3,71,Library
1,42,No,5,9,13,Library
6,71,No,5,7,59,Library
8,74,No,5,5,67,Library
3,58,No,4,1,35,Library
8,53,Yes,6,3,46,Library
1,87,No,5,0,59,Library
9,61,No,8,2,57,Library
9,56,No,4,3,51,Library
5,98,Yes,6,7,80,Library
4,43,No,8,2,22,Library
6,84,No,6,4,71,Library
7,79,No,9,0,73,Library
5,58,No,6,3,40,Library
9,76,Yes,8,1,75,Library
3,41,Yes,7,3,24,Library
7,54,Yes,6,4,45,Library
5,41,No,7,2,25,Library
7,50,Yes,6,5,42,Library
2,84,Yes,9,1,63,Library
4,62,No,8,4,44,Library
2,49,No,6,3,26,Library
7,42,Yes,5,4,31,Library
2,44,Yes,9,8,26,Library
1,42,Yes,5,5,15,Library
9,77,Yes,9,6,77,Library
1,52,No,9,7,31,Library
8,81,No,6,8,75,Library
2,58,Yes,8,4,34,Library
8,79,Yes,8,7,74,Library
3,89,Yes,4,1,68,Library
6,74,No,8,9,64,Library
3,63,No,7,8,43,Library
7,63,No,6,1,54,Library
9,56,Yes,5,4,53,Library
2,79,No,8,5,56,Library
5,49,Yes,5,3,34,Library
6,41,Yes,4,7,27,Library
4,83,No,6,9,66,Library
4,62,Yes,8,2,41,Library
4,45,No,5,4,25,Library
2,41,No,9,1,20,Library
4,60,Yes,8,2,45,Library
1,94,Yes,4,7,70,Library
6,95,No,9,4,86,Library
1,74,No,5,2,46,Library
6,88,No,5,4,73,Library
1,68,No,6,8,42,Library
6,46,No,6,2,27,Library
8,68,No,5,9,64,Library
2,92,No,9,6,71,Library
2,76,Yes,6,7,56,Library
4,62,No,5,4,43,Library
3,72,Yes,9,2,50,Library
4,47,Yes,7,5,31,Library
7,51,No,8,2,42,Library
1,85,No,7,8,60,Library
6,87,No,7,1,76,Library
3,49,No,8,2,28,Library
7,54,No,5,6,45,Library
2,92,Yes,5,9,71,Library
2,63,Yes,6,7,44,Library
4,65,No,4,4,48,Library
1,86,No,5,4,57,Library
3,81,No,8,4,61,Library
9,92,No,4,3,86,Library
7,99,Yes,8,8,95,Library
7,78,Yes,8,5,70,Library
4,97,Yes,8,7,81,Library
2,42,No,4,7,18,Library
4,41,No,7,4,24,Library
6,45,No,9,8,32,Library
3,60,Yes,8,1,40,Library
1,48,Yes,6,7,25,Library
8,49,Yes,5,2,41,Library
5,75,No,9,6,66,Library
5,98,Yes,5,8,83,Library
4,42,No,5,4,22,Library
6,80,Yes,4,7,70,Library
3,63,No,6,3,42,Library
9,61,No,6,0,56,Library
5,88,No,9,0,72,Library
3,53,No,6,5,31,Library
1,81,Yes,6,7,60,Library
6,84,Yes,6,9,74,Library
2,83,Yes,9,1,62,Library
3,66,No,7,3,44,Library
1,72,Yes,6,2,46,Library
9,99,No,6,8,96,Library
8,61,Yes,4,2,51,Library
2,68,Yes,4,7,43,Library
8,58,No,6,6,51,Library
9,58,No,7,0,58,Library
1,45,No,6,7,23,Library
5,84,Yes,6,8,67,Library
8,58,No,6,7,50,Library
2,52,Yes,8,9,31,Library
4,98,Yes,7,9,83,Library
7,65,Yes,5,0,55,Library
3,61,No,6,6,44,Library
5,60,Yes,5,8,45,Library
8,75,No,7,4,73,Library
3,95,No,6,1,76,Library
4,41,Yes,5,7,23,Library
9,86,Yes,9,8,84,Library
7,83,Yes,5,6,73,Library
1,69,Yes,7,4,48,Library
4,66,No,6,7,50,Library
4,46,No,8,5,30,Library
9,59,No,7,3,51,Library
6,89,No,8,0,76,Library
9,70,No,6,5,66,Library
6,62,No,5,7,50,Library
6,52,No,9,2,40,Library
5,56,No,9,6,42,Library
5,43,No,7,6,29,Library
2,96,Yes,7,8,77,Library
8,53,Yes,7,0,45,Library
8,59,No,4,4,49,Library
1,99,No,9,7,74,Library
8,52,Yes,9,2,45,Library
5,42,Yes,6,4,27,Library
2,65,Yes,4,0,44,Library
2,65,No,7,8,42,Library
6,57,Yes,7,3,43,Library
9,71,Yes,8,4,68,Library
1,53,Yes,4,2,29,Library
6,86,Yes,5,1,73,Library
9,42,Yes,9,6,39,Library
8,40,No,6,4,30,Library
6,65,Yes,5,9,53,Library
3,63,No,5,2,38,Library
8,88,Yes,6,1,82,Library
9,74,Yes,7,9,72,Library
1,53,Yes,9,5,24,Library
9,42,Yes,8,9,44,Library
6,52,Yes,7,5,45,Library
6,86,No,7,2,75,Library
4,89,No,4,8,75,Library
1,53,No,5,0,26,Library
8,60,No,5,2,49,Library
2,65,No,9,0,42,Library
1,42,No,5,6,14,Library
2,90,No,8,1,64,Library
1,79,Yes,8,3,54,Library
1,43,No,8,3,16,Library
9,75,Yes,6,7,73,Library
1,90,Yes,9,3,67,Library
4,82,No,8,2,69,Library
6,40,Yes,4,9,28,Library
7,79,Yes,4,2,67,Library
2,86,No,7,4,62,Library
6,72,Yes,7,5,60,Library
7,46,No,9,6,43,Library
2,92,Yes,7,4,70,Library
2,91,No,7,6,70,Library
7,91,Yes,4,3,84,Library
1,95,No,7,4,72,Library
8,50,Yes,4,5,44,Library
3,66,No,8,8,46,Library
6,53,Yes,8,5,41,Library
9,61,Yes,9,9,58,Library
6,55,No,6,0,44,Library
9,85,Yes,7,6,89,Library
7,51,No,8,2,45,Library
9,88,Yes,8,5,87,Library
2,85,Yes,9,1,61,Library
8,49,No,5,6,41,Library
8,63,Yes,5,0,57,Library
2,85,No,9,1,62,Library
4,57,Yes,4,8,39,Library
7,61,Yes,6,8,54,Library
4,48,Yes,9,6,33,Library
4,56,Yes,5,1,42,Library
6,77,No,6,4,70,Library
6,79,No,8,3,67,Library
3,97,Yes,9,1,80,Library
9,52,Yes,4,1,44,Library
2,89,No,6,9,69,Library
6,76,Yes,5,7,66,Library
7,45,No,8,4,35,Library
9,60,Yes,9,7,61,Library
3,90,Yes,7,1,68,Library
3,75,No,8,1,55,Library
7,46,Yes,5,2,36,Library
4,75,No,9,9,56,Library
8,64,No,5,7,58,Library
7,50,No,7,7,40,Library
5,83,No,8,2,68,Library
7,53,No,6,0,43,Library
3,84,No,6,6,61,Library
2,68,Yes,8,3,45,Library
6,49,No,6,2,36,Library
2,89,No,9,4,67,Library
3,87,Yes,8,5,67,Library
6,44,No,8,0,29,Library
5,47,Yes,5,8,31,Library
8,85,No,4,5,74,Library
9,44,No,5,2,37,Library
3,97,No,6,0,79,Library
3,99,Yes,4,8,76,Library
3,63,Yes,8,1,45,Library
6,79,No,6,9,65,Library
1,96,No,7,5,72,Library
7,65,Yes,6,5,62,Library
1,45,Yes,4,2,19,Library
5,55,Yes,4,5,39,Library
8,99,No,8,1,93,Library
4,75,Yes,9,7,62,Library
5,51,Yes,7,0,37,Library
4,50,Yes,8,5,34,Library
4,42,Yes,7,0,23,Library
8,83,Yes,7,8,79,Library
2,76,Yes,8,8,51,Library
1,45,Yes,6,5,18,Library
3,58,No,5,5,41,Library
9,57,Yes,7,8,57,Library
4,55,No,4,4,36,Library
5,62,No,8,8,47,Library
2,82,Yes,9,4,65,Library
4,76,No,6,3,57,Library
2,48,No,7,1,22,Library
2,42,Yes,9,1,20,Library
4,47,No,6,0,27,Library
6,77,Yes,8,9,64,Library
7,43,Yes,9,2,32,Library
3,51,Yes,4,0,29,Library
3,83,Yes,7,5,62,Library
6,70,Yes,7,6,56,Library
3,64,Yes,9,8,43,Library
2,92,Yes,6,6,70,Library
8,55,No,8,3,49,Library
5,81,Yes,5,3,68,Library
1,93,No,7,7,66,Library
3,53,Yes,4,3,31,Library
8,52,Yes,7,0,44,Library
4,80,Yes,7,8,65,Library
7,46,No,5,2,36,Library
2,51,No,5,0,27,Library
7,76,No,8,8,71,Library
5,89,No,7,9,76,Library
5,43,No,7,9,31,Library
6,41,No,6,4,26,Library
9,74,Yes,6,8,69,Library
6,97,Yes,9,2,90,Library
8,83,No,9,5,79,Library
7,42,No,4,6,33,Library
9,43,No,4,4,40,Library
4,77,No,6,7,58,Library
2,51,No,9,9,28,Library
7,58,Yes,4,5,50,Library
6,49,Yes,7,5,37,Library
1,40,Yes,9,6,15,Library
9,56,Yes,5,7,50,Library
9,55,Yes,9,1,55,Library
2,48,Yes,7,6,25,Library
3,96,Yes,6,8,79,Library
5,92,Yes,8,0,79,Library
5,48,No,8,0,36,Library
1,98,No,6,6,69,Library
8,94,Yes,7,4,83,Library
8,48,Yes,4,0,44,Library
4,51,Yes,9,0,36,Library
7,94,No,9,1,84,Library
3,80,No,4,9,58,Library
6,54,Yes,8,8,44,Library
9,41,No,6,2,36,Library
1,50,Yes,6,8,23,Library
5,50,Yes,5,5,33,Library
4,47,Yes,8,9,31,Library
8,94,Yes,6,5,90,Library
1,71,Yes,5,6,45,Library
9,45,No,4,9,40,Library
6,92,Yes,8,7,81,Library
4,59,Yes,8,2,47,Library
9,78,Yes,6,7,75,Library
5,74,Yes,6,5,61,Library
5,47,No,7,5,37,Library
5,89,Yes,4,2,75,Library
1,88,Yes,4,5,63,Library
1,82,No,9,7,61,Library
8,73,Yes,5,6,70,Library
8,96,Yes,5,9,91,Library
6,92,Yes,7,9,80,Library
4,98,Yes,9,6,83,Library
2,95,No,4,2,72,Library
2,58,Yes,5,9,35,Library
9,46,Yes,4,2,41,Library
5,70,No,4,4,57,Library
4,57,Yes,9,4,43,Library
1,79,Yes,5,8,55,Library
7,53,No,6,8,42,Library
3,78,Yes,6,9,59,Library
6,99,No,9,4,90,Library
5,92,Yes,5,4,79,Library
5,99,No,7,5,89,Library
5,98,Yes,8,7,87,Library
1,75,Yes,9,5,50,Library
1,56,No,4,5,33,Library
3,76,Yes,9,8,58,Library
4,83,No,8,0,68,Library
5,48,No,9,3,33,Library
2,97,No,5,9,73,Library
8,59,No,4,9,50,Library
2,84,Yes,8,1,59,Library
9,96,No,6,8,93,Library
2,67,Yes,7,2,47,Library
9,89,Yes,9,9,89,Library
7,59,No,9,1,47,Library
8,80,No,8,7,77,Library
2,75,Yes,7,3,53,Library
7,92,No,9,1,87,Library
6,66,Yes,6,3,53,Library
4,47,No,8,6,28,Library
7,71,Yes,5,6,66,Library
4,40,Yes,4,0,23,Library
2,56,No,6,0,28,Library
7,96,Yes,7,2,89,Library
8,48,Yes,7,1,38,Library
2,59,No,6,2,37,Library
5,84,No,5,3,66,Library
1,71,No,9,6,44,Library
7,41,No,5,1,33,Library
8,71,No,9,6,67,Library
6,84,Yes,9,4,76,Library
5,48,Yes,7,7,33,Library
6,69,No,9,7,59,Library
2,59,Yes,6,4,39,Library
1,77,Yes,9,9,55,Library
7,99,Yes,6,7,96,Library
7,40,Yes,4,8,30,Library
2,99,Yes,7,6,80,Library
2,96,No,5,5,75,Library
1,44,No,8,6,19,Library
8,74,Yes,5,6,71,Library
8,75,Yes,5,2,67,Library
1,40,No,8,5,16,Library
8,53,No,7,5,45,Library
9,48,No,9,8,44,Library
4,69,No,4,0,50,Library
1,63,Yes,5,6,37,Library
1,43,No,9,0,15,Library
3,89,No,5,9,71,Library
5,53,Yes,7,3,42,Library
5,64,No,7,6,49,Library
9,43,No,6,5,41,Library
2,64,No,7,5,40,Library
2,49,No,7,4,25,Library
6,74,No,5,6,62,Library
9,94,Yes,4,8,93,Library
1,46,Yes,5,5,19,Library
9,81,Yes,9,9,77,Library
9,52,Yes,7,6,52,Library
9,43,Yes,6,8,41,Library
5,89,No,4,6,69,Library
9,82,No,6,5,82,Library
4,96,No,8,2,82,Library
2,75,No,6,0,49,Library
6,95,No,6,9,82,Library
4,53,No,9,8,40,Library
6,57,No,7,6,48,Library
3,47,No,9,2,28,Library
6,71,No,7,9,60,Library
2,66,No,9,8,43,Library
2,81,No,7,2,59,Library
9,76,No,7,2,71,Library
7,62,No,7,6,52,Library
3,46,Yes,6,1,27,Library
1,51,No,8,9,28,Library
8,64,Yes,7,6,62,Library
6,42,No,8,6,27,Library
7,65,No,8,0,55,Library
9,43,No,5,9,39,Library
5,81,Yes,5,1,66,Library
1,75,Yes,4,4,46,Library
7,54,No,9,3,47,Library
5,71,No,5,2,59,Library
3,68,No,7,9,46,Library
9,49,No,8,7,47,Library
1,60,Yes,9,6,39,Library
1,93,Yes,4,8,67,Library
1,55,No,5,2,26,Library
3,86,Yes,6,9,68,Library
6,58,Yes,9,0,49,Library
3,68,No,4,8,45,Library
8,91,No,7,8,88,Library
2,90,No,9,0,67,Library
9,57,Yes,8,7,54,Library
3,97,No,7,9,75,Library
5,83,Yes,7,0,67,Library
8,96,No,9,5,91,Library
2,55,No,6,8,30,Library
6,40,Yes,6,2,29,Library
5,87,Yes,9,5,75,Library
9,41,Yes,9,2,41,Library
5,95,Yes,9,4,84,Library
2,54,Yes,8,6,31,Library
5,78,Yes,5,9,64,Library
4,67,No,7,3,48,Library
7,40,Yes,9,3,29,Library
6,44,Yes,5,6,33,Library
2,81,No,8,4,59,Library
5,61,Yes,7,0,45,Library
7,92,Yes,5,9,86,Library
7,75,No,7,1,65,Library
5,85,No,6,5,73,Library
9,52,No,9,8,50,Library
4,40,Yes,6,6,20,Library
3,55,No,4,3,36,Library
4,94,Yes,8,1,78,Library
5,80,No,9,3,65,Library
6,61,Yes,5,4,48,Library
3,71,No,7,1,49,Library
2,55,No,4,0,32,Library
4,90,No,8,3,69,Library
5,54,Yes,8,5,41,Library
4,97,Yes,8,0,77,Library
3,85,No,5,0,60,Library
8,91,No,9,8,88,Library
4,81,No,6,4,61,Library
2,92,No,4,1,69,Library
2,51,Yes,5,1,29,Library
1,99,No,7,3,73,Library
4,40,No,5,1,22,Library
9,92,Yes,7,3,93,Library
7,56,Yes,7,5,46,Library
7,80,No,8,6,74,Library
7,94,No,5,5,83,Library
8,90,Yes,6,3,84,Library
1,96,Yes,7,9,71,Library
8,89,No,8,2,82,Library
4,67,Yes,6,3,49,Library
4,46,Yes,5,4,27,Library
4,48,No,6,3,29,Library
